sample_id,group,snapshot,root_cpu,root_errors,root_latency,n_nodes,n_requires,n_replicas,alarm_fraction,root_down,down_fraction,reachable_fraction,exposed_fraction,reachable_down_fraction,degraded_fraction,mean_cpu,max_cpu,mean_errors,max_errors,target
12,1,4,0.5461044213485639,0.5816685333446819,126.87884393310686,27,34,3,0.1111111111111111,0,0.7037037037037037,0.2222222222222222,0.16666666666666666,0.5,0.1111111111111111,0.5232954807228801,0.8665612304145309,0.39418769780826207,0.7504294864620054,0
13,1,5,0.4247125623975235,0.42457055902764634,101.29664318576192,27,34,3,0.37037037037037035,0,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.5,0.1111111111111111,0.5481357646531605,0.8486099406078498,0.5013391487527536,0.9160964098710542,0
14,1,6,0.3391412222361197,0.119839506519204,114.80485727456877,27,34,3,0.2962962962962963,1,0.7037037037037037,0.2222222222222222,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.6005789371745806,1.0,0.5416684672421117,1.0,1
15,1,7,0.4679591723821971,0.41491233755831436,104.5441161612363,27,34,3,0.037037037037037035,0,0.07407407407407407,0.2222222222222222,0.0,0.0,0.0,0.44582108545410365,0.7522935888141752,0.3261760901912711,0.62774105163538,0
16,2,0,0.3771308034088299,0.23191970187799582,67.73498483692744,20,22,4,0.15,0,0.8,0.45,0.1111111111111111,0.7777777777777778,0.15,0.4932646755496471,0.7289553954206118,0.3608871510749348,0.7783392019907425,0
17,2,1,0.6528104345115857,0.554755323303771,127.94883268257928,20,22,4,0.25,0,0.55,0.45,0.2222222222222222,0.4444444444444444,0.15,0.5913948941912184,0.8529462579947646,0.4939430395249375,0.9476781859827133,1
18,2,2,0.46910984584215437,0.22765029014983462,61.81388472160158,20,22,4,0.0,0,0.0,0.45,0.0,0.0,0.0,0.3355265611885115,0.5671766659655738,0.2277713876721213,0.4841953764869428,0
19,2,3,0.6815271484251221,0.6859475440843743,152.13375865240008,20,22,4,0.05,1,0.05,0.45,0.0,0.0,0.0,0.44999285840451364,0.6815271484251221,0.32122399919644196,0.6859475440843743,1
20,2,4,0.8260152084113566,0.970742817554528,203.07104000715026,20,22,4,0.35,1,0.85,0.45,0.3333333333333333,0.7777777777777778,0.2,0.6159537292908436,0.895059139538379,0.5314018443357231,0.970742817554528,1
21,2,5,0.5736469710299736,0.537428809675544,105.93703390995378,20,22,4,0.2,0,0.8,0.45,0.2222222222222222,0.7777777777777778,0.15,0.49245411485137713,0.9408061366956705,0.4514857555713965,0.9123570643300128,1
22,2,6,0.3955666071254802,0.28496672343392676,100.4526050767641,20,22,4,0.05,0,0.05,0.45,0.0,0.0,0.0,0.3921591660015141,0.7268928538774571,0.31074221068280955,0.757367398448091,0
23,2,7,0.3631908874391868,0.30702615444685194,74.89898939527741,20,22,4,0.05,0,0.05,0.45,0.0,0.0,0.0,0.37412074339412105,0.586306399707967,0.2913227969843334,0.7355499429732124,0
24,3,0,0.43928573539901283,0.37330315919337687,74.69679194076497,22,25,5,0.18181818181818182,0,0.36363636363636365,0.22727272727272727,0.0,0.0,0.18181818181818182,0.48886568856649854,0.7741633072521966,0.4731383217033832,0.9395028026206748,0
25,3,1,0.560228235288239,0.6385276315643145,148.45792991102027,22,25,5,0.2727272727272727,1,0.45454545454545453,0.22727272727272727,0.2,0.4,0.0,0.5251629996712887,0.8741305481910567,0.5083492450542058,0.8873417991674987,0
26,3,2,0.41217936005214306,0.5555153068202295,77.33810120585461,22,25,5,0.09090909090909091,1,0.8636363636363636,0.22727272727272727,0.2,0.8,0.22727272727272727,0.38362609117725766,0.5460417502637939,0.303489439514773,0.6927083658698664,1
27,3,3,0.7309246594350873,0.6626139122011404,150.23743083522197,22,25,5,0.13636363636363635,1,0.22727272727272727,0.22727272727272727,0.0,0.0,0.0,0.47844164175131804,0.7309246594350873,0.3525616319800345,0.7344727035366987,1
28,3,4,0.4334835424168539,0.3552624343205908,85.82308183442645,22,25,5,0.09090909090909091,0,0.09090909090909091,0.22727272727272727,0.0,0.0,0.13636363636363635,0.3983211857216676,0.7730374127474519,0.31294715380872434,0.8034028333430117,1
29,3,5,0.28139438914496195,0.387422083390218,77.38018179780629,22,25,5,0.13636363636363635,1,0.5454545454545454,0.22727272727272727,0.4,0.6,0.18181818181818182,0.49218800256535383,0.8799611548795071,0.43491143142619354,0.7745185598059544,0
30,3,6,0.5630197263346922,0.5905602330478021,120.8605291290983,22,25,5,0.045454545454545456,0,0.13636363636363635,0.22727272727272727,0.0,0.0,0.045454545454545456,0.33521578092118304,0.5630197263346922,0.1773779621550381,0.6060567723966683,0
31,3,7,0.5713511695392617,0.5585284158208453,96.68264490932307,22,25,5,0.18181818181818182,1,0.9090909090909091,0.22727272727272727,0.2,0.8,0.22727272727272727,0.49663339849895183,0.7677804684649866,0.42615482514855824,0.8984041893558059,0
32,4,0,0.29734370041655617,0.03197447287316653,48.703093195722346,30,40,5,0.06666666666666667,1,0.5666666666666667,0.4666666666666667,0.07142857142857142,0.42857142857142855,0.1,0.41731657331837735,0.7996693497875171,0.3052886298889886,0.7830926312624928,1
33,4,1,0.7857037750293444,0.7077799555674678,148.1644260641873,30,40,5,0.3,1,0.6666666666666666,0.4666666666666667,0.2857142857142857,0.5714285714285714,0.13333333333333333,0.5789930285475523,0.9470764301012361,0.49372131814130854,1.0,1
34,4,2,0.43273856778629366,0.13216067426609254,56.43553003108798,30,40,5,0.03333333333333333,0,0.03333333333333333,0.4666666666666667,0.0,0.0,0.0,0.4603043472627541,0.7231080242592232,0.317885824763656,0.743440420035264,1
35,4,3,0.5524277813917606,0.4609032359655165,121.93717295283338,30,40,5,0.03333333333333333,1,0.13333333333333333,0.4666666666666667,0.07142857142857142,0.14285714285714285,0.03333333333333333,0.48043110790955507,0.7891817696883128,0.38514446013406883,0.7067177395151067,1
36,4,4,0.7653588556010198,0.7054165692179428,148.14093828893226,30,40,5,0.3333333333333333,1,0.7,0.4666666666666667,0.42857142857142855,0.6428571428571429,0.1,0.609055531039614,0.9460057785071253,0.5230734579488161,1.0,1
37,4,5,0.4671222619574645,0.5088089470880195,105.44686335746233,30,40,5,0.03333333333333333,1,0.8666666666666667,0.4666666666666667,0.07142857142857142,0.7142857142857143,0.13333333333333333,0.4259322790929135,0.848388071920164,0.26656778751095034,0.821337870253314,1
38,4,6,0.3994139319551108,0.08012000101188324,53.39753020054686,30,40,5,0.06666666666666667,1,0.9,0.4666666666666667,0.14285714285714285,0.7857142857142857,0.13333333333333333,0.4198149940482118,0.7755355069068106,0.28681428941658926,0.704998465014028,1
39,4,7,0.4350182515002134,0.09146380906808721,52.401828104459355,30,40,5,0.03333333333333333,0,0.06666666666666667,0.4666666666666667,0.0,0.0,0.03333333333333333,0.4158084516161082,0.7179362631392767,0.32128052970996224,0.6993510718260469,0
40,5,0,0.6169302292162211,0.5217249222806547,129.82004066579685,23,28,4,0.17391304347826086,1,0.9130434782608695,0.17391304347826086,0.75,1.0,0.17391304347826086,0.49583804536192827,0.8726751385140656,0.4132855005873331,0.7408452724125174,1
41,5,1,0.7891901949641168,0.6600494835852159,151.50985919787834,23,28,4,0.17391304347826086,1,0.8260869565217391,0.17391304347826086,0.25,0.75,0.17391304347826086,0.5251228796434771,0.8459194652857971,0.4555771673739998,0.7181956438064261,0
42,5,2,0.33682442375804006,0.227964639101854,74.37006371913054,23,28,4,0.0,0,0.0,0.17391304347826086,0.0,0.0,0.0,0.43121632841496654,0.7762335182932965,0.313228039676194,0.5991852026150419,0
43,5,3,0.4233552167886445,0.3669978048801313,85.43093303972393,23,28,4,0.043478260869565216,0,0.043478260869565216,0.17391304347826086,0.0,0.0,0.0,0.3705217896034907,0.8407803703172037,0.2738858439127743,0.6526891634873937,1
44,5,4,0.5425364723266642,0.4869081027622436,129.32288918481186,23,28,4,0.21739130434782608,1,0.7391304347826086,0.17391304347826086,0.5,0.5,0.17391304347826086,0.5266551367364807,0.8061915379449962,0.4748652911642513,0.7810032896617309,1
45,5,5,0.21275594982163615,0.16233299562034761,33.96353308113167,23,28,4,0.043478260869565216,1,0.8260869565217391,0.17391304347826086,0.25,0.75,0.17391304347826086,0.412951042018293,0.6224874340066449,0.31939256476926836,0.6175506886237683,1
46,5,6,0.4303111995766708,0.4581812905912531,89.8130335490235,23,28,4,0.2608695652173913,1,0.8260869565217391,0.17391304347826086,0.5,0.75,0.17391304347826086,0.54485123063296,0.8379381829663572,0.46235332303353976,0.7630361296718088,1
47,5,7,0.18256592195138482,0.12331765019639021,67.82690160304908,23,28,4,0.08695652173913043,0,0.08695652173913043,0.17391304347826086,0.0,0.0,0.043478260869565216,0.4249368324175203,0.7708201346167234,0.34216792483508796,0.9504505825650069,0
48,6,0,0.5092491333281162,0.3068339511410738,142.43810406352418,22,26,3,0.09090909090909091,0,0.2727272727272727,0.09090909090909091,0.0,0.0,0.045454545454545456,0.43707092251385454,0.7812597532187646,0.29151250689547337,0.7449101360346843,1
49,6,1,0.44621806652773127,0.36810110330004,98.29603543582002,22,26,3,0.045454545454545456,1,0.13636363636363635,0.09090909090909091,0.5,0.5,0.045454545454545456,0.46021285183363037,0.7126207664058603,0.36237173572728926,0.8124962675470785,0
50,6,2,0.25575304062764465,0.015323267253204625,22.9067472762885,22,26,3,0.045454545454545456,0,0.5,0.09090909090909091,0.0,0.0,0.045454545454545456,0.35970343238596053,0.6545416521471753,0.17521345488798917,0.6088420142268699,0
51,6,3,0.20651325017254543,0.061910807311426994,53.389020469227326,22,26,3,0.045454545454545456,0,0.22727272727272727,0.09090909090909091,0.0,0.0,0.0,0.4057939008993333,0.6859724651436017,0.2824372138118726,0.6853495923372627,0
52,6,4,0.32536107310603607,0.30978763576948865,40.69742916620022,22,26,3,0.09090909090909091,0,0.36363636363636365,0.09090909090909091,0.0,0.0,0.045454545454545456,0.4514253896755856,0.941620264260572,0.33869596147523895,0.7049033755132019,1
53,6,5,0.44923117494673637,0.3750412255040354,104.73047261444229,22,26,3,0.09090909090909091,0,0.13636363636363635,0.09090909090909091,0.0,0.0,0.0,0.47939854745285615,0.7321943106972381,0.38788512582675044,0.6194161612800113,0
54,6,6,0.38440927630126837,0.2061916377723182,56.79685738231716,22,26,3,0.0,0,0.0,0.09090909090909091,0.0,0.0,0.0,0.34266158749100456,0.552532206866669,0.17742358998594268,0.5589887118864331,0
55,6,7,0.4917298494135632,0.22844420689184866,92.68089647903753,22,26,3,0.045454545454545456,0,0.045454545454545456,0.09090909090909091,0.0,0.0,0.045454545454545456,0.3913119170369203,0.7601435808454448,0.2546511657204222,0.6299544577326824,0
56,7,0,0.4309782170033765,0.11400472792455324,73.18959195972458,20,28,1,0.1,1,0.4,0.5,0.1,0.4,0.05,0.5175287505311271,0.6695827336035007,0.3434005425668886,0.6828094206807688,1
57,7,1,0.6440700684352728,0.13398513441848448,98.4292694836409,20,28,1,0.25,1,0.85,0.5,0.1,0.7,0.05,0.5310513535315518,0.8031780144005756,0.4770105101949859,1.0,1
58,7,2,0.5122128699446987,0.28286251052502176,60.374960133792186,20,28,1,0.5,1,0.95,0.5,0.5,0.9,0.05,0.6088946750188328,0.8702476597040951,0.5581504748595197,0.826288395745139,1
59,7,3,0.622751392174057,0.7472624215584733,169.3574359393408,20,28,1,0.5,1,0.95,0.5,0.4,0.9,0.05,0.592414498062386,0.9441989896837604,0.553048892104332,0.9093357705664533,1
60,7,4,0.4334546719791949,0.41112993597205844,88.2934339128428,20,28,1,0.3,1,0.8,0.5,0.3,0.7,0.05,0.47717387334907607,0.7161733545698716,0.4277934219383746,0.8001485435021195,1
61,7,5,0.4289513299888374,0.17494218711663573,79.65397252265748,20,28,1,0.0,0,0.0,0.5,0.0,0.0,0.0,0.4017897758700655,0.7089640915875741,0.23358082926744567,0.5639921813118123,1
62,7,6,0.5480018626391387,0.29211169303774737,93.86816153019052,20,28,1,0.15,1,0.3,0.5,0.1,0.1,0.0,0.5419277613357543,0.9808708726775859,0.41953831358984284,0.7755057222903237,0
63,7,7,0.5114397085792228,0.4969915636822713,113.16021403543155,20,28,1,0.15,1,0.35,0.5,0.1,0.2,0.0,0.5474034682965493,0.8215669371420553,0.5095572335149797,0.858394574426384,1
64,8,0,0.38145538083047936,0.3763057020769086,98.89547679756585,29,38,4,0.10344827586206896,1,0.8620689655172413,0.20689655172413793,0.16666666666666666,0.6666666666666666,0.10344827586206896,0.4868754184073052,0.7094803113660559,0.40803838792419056,0.7575858438752737,1
65,8,1,0.4213070547213931,0.3191017824055597,111.32907005278483,29,38,4,0.06896551724137931,0,0.1724137931034483,0.20689655172413793,0.0,0.0,0.0,0.42611555508643556,0.6666717408299279,0.331043688870715,0.6537870027090575,0
66,8,2,0.13783151145985295,0.032370675720259166,18.7797557037971,29,38,4,0.034482758620689655,0,0.06896551724137931,0.20689655172413793,0.0,0.0,0.0,0.34087874628617143,0.6760680517405702,0.2089624687766021,0.8211111428246918,0
67,8,3,0.14421079907681922,0.03458799397952047,46.261184687689344,29,38,4,0.034482758620689655,0,0.13793103448275862,0.20689655172413793,0.0,0.0,0.0,0.36586496822000886,0.7271551351072592,0.23655050309125222,0.6764715150753107,1
68,8,4,0.602771266554087,0.4564043601612134,109.23894264953557,29,38,4,0.13793103448275862,1,0.5517241379310345,0.20689655172413793,0.16666666666666666,0.3333333333333333,0.06896551724137931,0.5340893289854882,0.7979209787902475,0.4740707057207297,0.9021741739005228,1
69,8,5,0.645567600561871,0.37767959462603734,100.74686895587328,29,38,4,0.20689655172413793,1,0.5862068965517241,0.20689655172413793,0.16666666666666666,0.3333333333333333,0.06896551724137931,0.505133184932298,0.7992196837166419,0.4491491201647065,0.9284815115231914,1
70,8,6,0.31474153950249245,0.1924154481348662,59.94130861193033,29,38,4,0.20689655172413793,1,0.2413793103448276,0.20689655172413793,0.16666666666666666,0.16666666666666666,0.034482758620689655,0.5128478546004934,0.8458393152694343,0.4385884005322554,1.0,0
71,8,7,0.25919614256461826,0.05321807785339859,23.53934070330843,29,38,4,0.06896551724137931,0,0.1724137931034483,0.20689655172413793,0.0,0.0,0.0,0.346098121728479,0.7680431704666676,0.23370509955221755,0.7016140408521042,0
72,9,0,0.5655185402224754,0.369232768958689,88.63116293685944,27,40,0,0.037037037037037035,0,0.18518518518518517,0.2962962962962963,0.0,0.0,0.0,0.4681279385953295,0.8047332017093713,0.3279945374835102,0.65420147831115,1
73,9,1,0.4608130811781387,0.3073756153144286,111.6722523830273,27,40,0,0.0,0,0.0,0.2962962962962963,0.0,0.0,0.0,0.4079757020530416,0.7137348711530375,0.33110581584318993,0.5826455847468832,1
74,9,2,0.5047257001059898,0.3385955384616196,101.79686355200589,27,40,0,0.1111111111111111,1,0.6666666666666666,0.2962962962962963,0.125,0.5,0.0,0.44289682758453985,0.7415398250805515,0.3558750452999295,0.9555280764771467,1
75,9,3,0.5813309666707762,0.2984438667828841,98.91060125883408,27,40,0,0.25925925925925924,1,0.8888888888888888,0.2962962962962963,0.25,0.75,0.0,0.5838776958608711,0.889393252915563,0.4971692061205481,0.8727970527048824,0
76,9,4,0.6136606010153979,0.8188751063621051,145.44192948552345,27,40,0,0.1111111111111111,1,0.25925925925925924,0.2962962962962963,0.0,0.0,0.0,0.43263432442893535,0.6392561731359843,0.33185231232290174,0.8593810068397061,1
77,9,5,0.1804411237366094,0.14927929214092167,44.59908764257907,27,40,0,0.037037037037037035,1,0.37037037037037035,0.2962962962962963,0.125,0.25,0.0,0.3688723451065138,0.6216965208483739,0.23711650987518118,0.6279320127931974,1
78,9,6,0.5593541567463385,0.5272968739022418,123.41087055635762,27,40,0,0.18518518518518517,1,0.7407407407407407,0.2962962962962963,0.125,0.5,0.0,0.5007492400099884,0.7664131354785162,0.4739350973208954,0.9415642323514237,1
79,9,7,0.3609427521346716,0.345959946319102,69.55166514071406,27,40,0,0.37037037037037035,1,0.9629629629629629,0.2962962962962963,0.375,0.875,0.0,0.5201018480684515,0.7259750516849788,0.505363044571097,1.0,1
80,10,0,0.4662027851219082,0.4195284563531175,91.18642436484444,25,38,2,0.08,1,0.88,0.4,0.1,0.8,0.08,0.4909997317128309,0.734653846868639,0.37500970914047854,0.7172621097609989,0
81,10,1,0.5806869389587492,0.2912587935580837,100.5799768099624,25,38,2,0.12,1,0.2,0.4,0.1,0.1,0.0,0.5103351890434983,0.7603082364427148,0.4169400981605801,0.9443578788694302,1
82,10,2,0.5052848593192866,0.22544396540017841,68.65140737440586,25,38,2,0.04,1,0.16,0.4,0.1,0.2,0.0,0.4732850724176885,0.9044696045681098,0.37329988502099504,0.8772994695847741,1
83,10,3,0.5547745300884641,0.1339273962778327,83.72103062268224,25,38,2,0.2,1,0.8,0.4,0.2,0.8,0.08,0.5039983937070045,0.8371785887496596,0.4046523760832313,0.7300451269724527,1
84,10,4,0.47881772485767937,0.48089005750904784,103.63527263928198,25,38,2,0.12,1,0.32,0.4,0.1,0.2,0.04,0.514856205918467,0.8992273651351682,0.37904539484506616,0.9196122624310226,1
85,10,5,0.5563594296729535,0.4847426746945419,139.933461304701,25,38,2,0.16,1,0.72,0.4,0.1,0.4,0.08,0.5258849085697637,0.8220288450370775,0.4455054964056256,0.7376310538917145,1
86,10,6,0.6924081195703716,0.7126655201105864,156.52125043127856,25,38,2,0.24,1,0.88,0.4,0.2,0.8,0.08,0.5729415986806488,0.814727820258936,0.4805366010610378,0.8022617017217422,1
87,10,7,0.3260422179283031,0.15236039121301015,37.96955879273145,25,38,2,0.04,1,0.4,0.4,0.1,0.5,0.04,0.40713012989498365,0.6522613380724855,0.28967282996845756,0.7233583041712693,1
88,11,0,0.12130803024925052,0.28099804981515775,60.954957446239824,30,31,7,0.23333333333333334,1,1.0,0.16666666666666666,0.4,1.0,0.23333333333333334,0.5209457191562605,0.8577362306405198,0.4447156836682644,0.9430591330789981,1
89,11,1,0.5144392057515882,0.42207883906573973,107.5453381408656,30,31,7,0.0,0,0.0,0.16666666666666666,0.0,0.0,0.0,0.3484117099233231,0.590805789089625,0.20329597652741577,0.5811117442444178,0
90,11,2,0.5484947120157497,0.49641525001261144,133.6866675134635,30,31,7,0.06666666666666667,0,0.13333333333333333,0.16666666666666666,0.0,0.0,0.0,0.49105822592610726,0.7103103778415412,0.36919968819580606,0.625056552822081,1
91,11,3,0.22586506711733,0.09312192872414607,58.39614122964679,30,31,7,0.03333333333333333,0,0.06666666666666667,0.16666666666666666,0.0,0.0,0.0,0.36990712814892807,0.714152043322013,0.23927629236794626,0.7264729227591731,0
92,11,4,0.5188236192387348,0.44808205558072256,121.03648309946205,30,31,7,0.16666666666666666,0,0.23333333333333334,0.16666666666666666,0.0,0.0,0.03333333333333333,0.5075926904659332,0.7887656063629532,0.4087027012635332,0.6953562814683827,1
93,11,5,0.5947953796339736,0.43431261853152453,92.220498047459,30,31,7,0.23333333333333334,0,0.43333333333333335,0.16666666666666666,0.0,0.0,0.1,0.5723844977332367,0.8939397455807054,0.5134722294848854,0.9486719677125004,1
94,11,6,0.574009545820962,0.3992229623781034,103.53986085462991,30,31,7,0.26666666666666666,1,0.9666666666666667,0.16666666666666666,0.4,0.8,0.23333333333333334,0.537249732076859,0.8952552950408857,0.4760712794838662,0.7844207558825885,1
95,11,7,0.6002467972814596,0.40294275402215635,100.43185179691486,30,31,7,0.2,0,0.5666666666666667,0.16666666666666666,0.0,0.0,0.2,0.5254557020488452,0.9009674885037231,0.40712080058586364,0.7993943405884627,1
96,12,0,0.36982674834332574,0.4593358612769298,121.18354931473695,29,39,5,0.2413793103448276,1,0.896551724137931,0.3448275862068966,0.3,0.8,0.1724137931034483,0.5397492368686776,0.827565955328492,0.48654609781363356,0.8913438031266647,1
97,12,1,0.3084467652050445,0.15692982952329693,33.54638288834788,29,39,5,0.034482758620689655,1,0.896551724137931,0.3448275862068966,0.1,0.8,0.1724137931034483,0.3841054890887653,0.7402304481586945,0.2821015877793927,0.684493304882049,1
98,12,2,0.5816296296004267,0.4041888723832931,91.67701483669543,29,39,5,0.13793103448275862,1,0.7241379310344828,0.3448275862068966,0.2,0.5,0.1724137931034483,0.4324351521953814,1.0,0.3478666089082721,0.8221341993280372,1
99,12,3,0.46079331181626926,0.24014341647280935,69.66598500612506,29,39,5,0.1724137931034483,0,0.20689655172413793,0.3448275862068966,0.1,0.1,0.13793103448275862,0.5419014285230422,0.8020572710877588,0.4432163814892818,0.8765351542025264,1
100,12,4,0.29838887742122583,0.41635804127750947,108.98810227449391,29,39,5,0.27586206896551724,0,0.3448275862068966,0.3448275862068966,0.0,0.0,0.06896551724137931,0.5804560734581636,0.9119857792687728,0.5214498468274384,1.0,1
101,12,5,0.8319186723066456,0.5462227599598584,115.84638021467697,29,39,5,0.06896551724137931,1,0.6551724137931034,0.3448275862068966,0.1,0.4,0.13793103448275862,0.4147885291200873,0.8319186723066456,0.3033595157822499,0.6761808540376766,0
102,12,6,0.21608722429872448,0.25762524393755853,69.4325745183107,29,39,5,0.034482758620689655,0,0.034482758620689655,0.3448275862068966,0.0,0.0,0.0,0.36676959543788906,0.6566348190762783,0.20484432835050737,0.6055246734607775,0
103,12,7,0.5725057873385291,0.5034061321499202,117.21551920883093,29,39,5,0.2413793103448276,1,0.9655172413793104,0.3448275862068966,0.4,0.9,0.1724137931034483,0.5515944796584242,0.9791393303557985,0.5160987190571651,0.8831331167052423,1
104,13,0,0.32194444952017165,0.25599339437719915,83.62095682856557,24,37,1,0.16666666666666666,1,0.5833333333333334,0.4583333333333333,0.09090909090909091,0.2727272727272727,0.041666666666666664,0.4146962384235781,0.6907446590625161,0.34461943202581075,0.7126142372286053,1
105,13,1,0.8041409702578888,0.8291708770341528,193.5891328571639,24,37,1,0.20833333333333334,1,0.625,0.4583333333333333,0.09090909090909091,0.18181818181818182,0.041666666666666664,0.5914063874356807,0.8583650982765592,0.4946814454346731,0.8291708770341528,1
106,13,2,0.464076887085728,0.2686269812013138,84.60826174329802,24,37,1,0.041666666666666664,0,0.041666666666666664,0.4583333333333333,0.0,0.0,0.0,0.4651843921783097,0.7435752583294694,0.3094448713539299,0.6099016098972845,1
107,13,3,0.25954783577813645,0.21768569191324827,74.01410863344522,24,37,1,0.08333333333333333,0,0.20833333333333334,0.4583333333333333,0.0,0.0,0.0,0.42125873624727844,0.7145310866956363,0.33297929452888125,0.7375593798481435,1
108,13,4,0.6300102099595867,0.533609713722092,102.76873779274584,24,37,1,0.16666666666666666,1,0.75,0.4583333333333333,0.36363636363636365,0.5454545454545454,0.041666666666666664,0.519139827541702,0.8378433236594796,0.4420657682673454,0.7277940443274511,1
109,13,5,0.5687884004509175,0.40985869248689283,111.07578536720868,24,37,1,0.125,1,0.625,0.4583333333333333,0.18181818181818182,0.36363636363636365,0.041666666666666664,0.5093341192794094,0.7940346939802014,0.47728353795435785,0.9347918463444538,1
110,13,6,0.24060059276884077,0.10144105768337872,47.77697027606032,24,37,1,0.041666666666666664,1,0.5416666666666666,0.4583333333333333,0.09090909090909091,0.18181818181818182,0.041666666666666664,0.4325554137709348,0.743896130608825,0.3331465517826116,0.6833855934667311,1
111,13,7,0.5579003755849923,0.3795912317415152,126.34312644892184,24,37,1,0.20833333333333334,1,0.75,0.4583333333333333,0.18181818181818182,0.6363636363636364,0.041666666666666664,0.5268982308867797,0.7760331297385694,0.485894503414507,0.8191104878698768,1
112,14,0,0.47098970496114473,0.2517531518517444,86.33913443964789,23,28,1,0.08695652173913043,0,0.30434782608695654,0.17391304347826086,0.0,0.0,0.043478260869565216,0.45460862385377576,0.7109779135817182,0.38282033764379225,0.7135392119129353,1
113,14,1,0.47820229890025945,0.514245925439635,105.81413404474256,23,28,1,0.21739130434782608,0,0.2608695652173913,0.17391304347826086,0.0,0.0,0.0,0.5285548610690086,0.8752413667805979,0.48742235587809757,0.8842303528358847,0
114,14,2,0.7685917108285393,0.6538738618074099,150.6604062171239,23,28,1,0.391304347826087,1,0.6521739130434783,0.17391304347826086,0.5,0.5,0.043478260869565216,0.5445869350603317,0.8842076379151557,0.489504762591461,0.8961270203903077,1
115,14,3,0.46948229746484493,0.5226080356632866,113.73784747305902,23,28,1,0.043478260869565216,0,0.21739130434782608,0.17391304347826086,0.0,0.0,0.0,0.3780715000719604,0.8439728091387365,0.25381679989205763,0.6989255826082541,0
116,14,4,0.21167197565779858,0.4016748327357569,74.24205503297092,23,28,1,0.34782608695652173,1,0.9130434782608695,0.17391304347826086,0.75,1.0,0.043478260869565216,0.5903043145934477,1.0,0.552683133545845,1.0,1
