repeat,fold,method,sample_id,alarms,prediction,target
0,0,FixedThreshold,388,[],0,0
0,0,FixedThreshold,389,[],0,0
0,0,FixedThreshold,390,[],0,0
0,0,FixedThreshold,391,[],0,0
0,0,FixedThreshold,392,[],0,0
0,0,FixedThreshold,393,[],0,0
0,0,FixedThreshold,394,[],0,0
0,0,FixedThreshold,395,[],0,0
0,0,FixedThreshold,396,[],0,0
0,0,FixedThreshold,397,"[""n15""]",0,0
0,0,FixedThreshold,398,"[""n01"", ""n09""]",1,1
0,0,FixedThreshold,399,[],0,1
0,0,FixedThreshold,448,[],0,0
0,0,FixedThreshold,449,"[""n13""]",1,1
0,0,FixedThreshold,450,[],0,0
0,0,FixedThreshold,451,[],0,0
0,0,FixedThreshold,452,[],0,0
0,0,FixedThreshold,453,[],0,0
0,0,FixedThreshold,454,"[""n04""]",0,0
0,0,FixedThreshold,455,"[""n09""]",0,0
0,0,FixedThreshold,464,[],0,0
0,0,FixedThreshold,465,"[""n00"", ""n01""]",0,0
0,0,FixedThreshold,466,[],0,0
0,0,FixedThreshold,467,"[""n04""]",0,0
0,0,FixedThreshold,468,[],0,0
0,0,FixedThreshold,469,[],0,0
0,0,FixedThreshold,470,[],0,0
0,0,FixedThreshold,471,[],0,0
0,0,FixedThreshold,480,[],0,0
0,0,FixedThreshold,481,"[""n06""]",0,0
0,0,FixedThreshold,482,[],0,0
0,0,FixedThreshold,483,[],0,0
0,0,FixedThreshold,484,[],0,0
0,0,FixedThreshold,485,[],0,0
0,0,FixedThreshold,486,"[""n06""]",0,0
0,0,FixedThreshold,487,[],0,0
0,0,FixedThreshold,568,"[""n02""]",0,0
0,0,FixedThreshold,569,[],0,0
0,0,FixedThreshold,570,[],0,0
0,0,FixedThreshold,571,[],0,0
0,0,FixedThreshold,572,[],0,0
0,0,FixedThreshold,573,[],0,0
0,0,FixedThreshold,574,[],0,0
0,0,FixedThreshold,575,"[""n09""]",0,0
0,0,FixedThreshold,640,[],0,0
0,0,FixedThreshold,641,[],0,0
0,0,FixedThreshold,642,[],0,0
0,0,FixedThreshold,643,[],0,1
0,0,FixedThreshold,644,[],0,0
0,0,FixedThreshold,645,[],0,0
0,0,FixedThreshold,646,[],0,0
0,0,FixedThreshold,647,"[""n04"", ""n15""]",1,1
0,0,FixedThreshold,680,"[""n03""]",0,0
0,0,FixedThreshold,681,[],0,0
0,0,FixedThreshold,682,[],0,0
0,0,FixedThreshold,683,[],0,0
0,0,FixedThreshold,684,[],0,0
0,0,FixedThreshold,685,[],0,0
0,0,FixedThreshold,686,[],0,0
0,0,FixedThreshold,687,[],0,0
0,0,FixedThreshold,720,[],0,0
0,0,FixedThreshold,721,[],0,0
0,0,FixedThreshold,722,[],0,0
0,0,FixedThreshold,723,[],0,0
0,0,FixedThreshold,724,[],0,0
0,0,FixedThreshold,725,[],0,0
0,0,FixedThreshold,726,[],0,0
0,0,FixedThreshold,727,[],0,1
0,0,FixedThreshold,728,"[""n13""]",0,0
0,0,FixedThreshold,729,[],0,0
0,0,FixedThreshold,730,[],0,0
0,0,FixedThreshold,731,[],0,1
0,0,FixedThreshold,732,[],0,0
0,0,FixedThreshold,733,[],0,0
0,0,FixedThreshold,734,[],0,0
0,0,FixedThreshold,735,[],0,0
0,0,FixedThreshold,752,[],0,0
0,0,FixedThreshold,753,"[""n05""]",0,0
0,0,FixedThreshold,754,[],0,0
0,0,FixedThreshold,755,"[""n05""]",0,0
0,0,FixedThreshold,756,[],0,0
0,0,FixedThreshold,757,[],0,0
0,0,FixedThreshold,758,"[""n06""]",0,0
0,0,FixedThreshold,759,[],0,0
0,0,FixedThreshold,768,[],0,0
0,0,FixedThreshold,769,[],0,0
0,0,FixedThreshold,770,[],0,0
0,0,FixedThreshold,771,"[""n02""]",0,0
0,0,FixedThreshold,772,[],0,1
0,0,FixedThreshold,773,"[""n03""]",0,0
0,0,FixedThreshold,774,[],0,0
0,0,FixedThreshold,775,"[""n03"", ""n12""]",1,1
0,0,FixedThreshold,784,[],0,0
0,0,FixedThreshold,785,[],0,0
0,0,FixedThreshold,786,[],0,0
0,0,FixedThreshold,787,[],0,0
0,0,FixedThreshold,788,[],0,0
0,0,FixedThreshold,789,[],0,1
0,0,FixedThreshold,790,[],0,0
0,0,FixedThreshold,791,[],0,0
0,0,FixedThreshold,864,[],0,1
0,0,FixedThreshold,865,[],0,0
0,0,FixedThreshold,866,"[""n01""]",0,0
0,0,FixedThreshold,867,"[""n01"", ""n04""]",0,0
0,0,FixedThreshold,868,[],0,0
0,0,FixedThreshold,869,[],0,0
0,0,FixedThreshold,870,[],0,0
0,0,FixedThreshold,871,[],0,0
0,0,FixedThreshold,888,"[""n04"", ""n11""]",0,0
0,0,FixedThreshold,889,[],0,0
0,0,FixedThreshold,890,[],0,0
0,0,FixedThreshold,891,"[""n07""]",0,0
0,0,FixedThreshold,892,[],0,0
0,0,FixedThreshold,893,[],0,0
0,0,FixedThreshold,894,[],0,0
0,0,FixedThreshold,895,"[""n09""]",0,1
0,0,SingleCenter,80,"[""n04"", ""n12""]",0,0
0,0,SingleCenter,81,"[""n03""]",0,0
0,0,SingleCenter,82,"[""n02""]",0,0
0,0,SingleCenter,83,"[""n04""]",0,0
0,0,SingleCenter,84,"[""n03"", ""n04"", ""n10"", ""n13""]",0,0
0,0,SingleCenter,85,"[""n09""]",0,0
0,0,SingleCenter,86,[],0,0
0,0,SingleCenter,87,"[""n10"", ""n14""]",0,0
0,0,SingleCenter,120,"[""n15""]",0,0
0,0,SingleCenter,121,"[""n01"", ""n03"", ""n07"", ""n09"", ""n13"", ""n16""]",1,0
0,0,SingleCenter,122,"[""n13""]",0,0
0,0,SingleCenter,123,"[""n02""]",0,0
0,0,SingleCenter,124,"[""n09""]",0,0
0,0,SingleCenter,125,"[""n08"", ""n10""]",0,0
0,0,SingleCenter,126,"[""n03""]",0,0
0,0,SingleCenter,127,[],0,0
0,0,SingleCenter,152,"[""n05"", ""n09""]",0,0
0,0,SingleCenter,153,[],0,0
0,0,SingleCenter,154,[],0,0
0,0,SingleCenter,155,"[""n00"", ""n06""]",0,0
0,0,SingleCenter,156,"[""n08""]",0,0
0,0,SingleCenter,157,"[""n08""]",0,0
0,0,SingleCenter,158,"[""n01""]",0,0
0,0,SingleCenter,159,"[""n05""]",0,0
0,0,SingleCenter,208,"[""n13""]",0,0
0,0,SingleCenter,209,"[""n11"", ""n12"", ""n14""]",0,0
0,0,SingleCenter,210,"[""n04"", ""n16""]",0,0
0,0,SingleCenter,211,"[""n15"", ""n16""]",0,0
0,0,SingleCenter,212,"[""n03"", ""n04""]",0,0
0,0,SingleCenter,213,"[""n06"", ""n12""]",0,0
0,0,SingleCenter,214,"[""n11""]",0,0
0,0,SingleCenter,215,"[""n03""]",0,0
0,0,SingleCenter,272,[],0,0
0,0,SingleCenter,273,"[""n01""]",0,0
0,0,SingleCenter,274,"[""n15""]",0,0
0,0,SingleCenter,275,"[""n02"", ""n03""]",0,0
0,0,SingleCenter,276,"[""n03""]",0,0
0,0,SingleCenter,277,"[""n15""]",0,0
0,0,SingleCenter,278,"[""n05"", ""n09""]",0,0
0,0,SingleCenter,279,"[""n05"", ""n12""]",0,0
0,0,SingleCenter,304,"[""n09""]",0,0
0,0,SingleCenter,305,"[""n00""]",0,0
0,0,SingleCenter,306,"[""n06"", ""n07"", ""n08"", ""n11""]",1,0
0,0,SingleCenter,307,"[""n00"", ""n01"", ""n02"", ""n09""]",1,1
0,0,SingleCenter,308,"[""n07""]",0,0
0,0,SingleCenter,309,"[""n01"", ""n03""]",1,0
0,0,SingleCenter,310,"[""n04"", ""n10""]",0,0
0,0,SingleCenter,311,[],0,0
0,0,SingleCenter,336,[],0,0
0,0,SingleCenter,337,"[""n03"", ""n08"", ""n09""]",0,0
0,0,SingleCenter,338,[],0,0
0,0,SingleCenter,339,[],0,0
0,0,SingleCenter,340,"[""n10"", ""n11""]",0,0
0,0,SingleCenter,341,"[""n03"", ""n08""]",0,0
0,0,SingleCenter,342,[],0,0
0,0,SingleCenter,343,"[""n07"", ""n11""]",0,0
0,0,SingleCenter,344,"[""n03"", ""n09""]",0,0
0,0,SingleCenter,345,"[""n01"", ""n03"", ""n06"", ""n08"", ""n09""]",0,0
0,0,SingleCenter,346,[],0,0
0,0,SingleCenter,347,"[""n01"", ""n02"", ""n03"", ""n06""]",1,1
0,0,SingleCenter,348,[],0,0
0,0,SingleCenter,349,"[""n01""]",0,0
0,0,SingleCenter,350,[],0,0
0,0,SingleCenter,351,[],0,0
0,0,SingleCenter,360,"[""n03""]",0,0
0,0,SingleCenter,361,"[""n03"", ""n09"", ""n10""]",0,0
0,0,SingleCenter,362,[],0,0
0,0,SingleCenter,363,"[""n09""]",0,0
0,0,SingleCenter,364,"[""n00"", ""n02""]",0,0
0,0,SingleCenter,365,"[""n04"", ""n05""]",0,0
0,0,SingleCenter,366,"[""n05"", ""n09""]",0,0
0,0,SingleCenter,367,"[""n07""]",0,0
0,0,SingleCenter,384,"[""n11""]",0,0
0,0,SingleCenter,385,"[""n03"", ""n07"", ""n16""]",1,1
0,0,SingleCenter,386,"[""n02"", ""n04"", ""n05"", ""n11"", ""n12""]",0,0
0,0,SingleCenter,387,"[""n04"", ""n07""]",0,0
0,0,SingleCenter,388,"[""n01"", ""n05"", ""n10"", ""n11""]",0,0
0,0,SingleCenter,389,"[""n02"", ""n07""]",0,0
0,0,SingleCenter,390,"[""n10"", ""n11""]",0,0
0,0,SingleCenter,391,"[""n04""]",0,0
0,0,SingleCenter,392,"[""n06"", ""n08"", ""n11""]",0,0
0,0,SingleCenter,393,"[""n13""]",0,0
0,0,SingleCenter,394,"[""n02"", ""n09"", ""n15""]",0,0
0,0,SingleCenter,395,"[""n01"", ""n05"", ""n08"", ""n15""]",0,0
0,0,SingleCenter,396,"[""n00"", ""n07""]",0,0
0,0,SingleCenter,397,"[""n06"", ""n08"", ""n15""]",0,0
0,0,SingleCenter,398,"[""n01"", ""n09"", ""n10"", ""n16""]",1,1
0,0,SingleCenter,399,"[""n04"", ""n07"", ""n16""]",1,1
0,0,SingleCenter,448,"[""n03""]",0,0
0,0,SingleCenter,449,"[""n04"", ""n13""]",1,1
0,0,SingleCenter,450,"[""n01"", ""n07"", ""n10"", ""n11""]",0,0
0,0,SingleCenter,451,"[""n01"", ""n04"", ""n10""]",0,0
0,0,SingleCenter,452,[],0,0
0,0,SingleCenter,453,"[""n02"", ""n09""]",0,0
0,0,SingleCenter,454,"[""n04""]",0,0
0,0,SingleCenter,455,"[""n01"", ""n04"", ""n09""]",0,0
0,0,SingleCenter,464,"[""n02""]",0,0
0,0,SingleCenter,465,"[""n00"", ""n01"", ""n03"", ""n07""]",0,0
0,0,SingleCenter,466,"[""n03""]",0,0
0,0,SingleCenter,467,"[""n03"", ""n04""]",0,0
0,0,SingleCenter,468,"[""n00""]",0,0
0,0,SingleCenter,469,"[""n05"", ""n08""]",0,0
0,0,SingleCenter,470,[],0,0
0,0,SingleCenter,471,[],0,0
0,0,SingleCenter,480,"[""n05"", ""n08""]",0,0
0,0,SingleCenter,481,"[""n04"", ""n06"", ""n07"", ""n08""]",0,0
0,0,SingleCenter,482,"[""n06"", ""n11"", ""n12""]",0,0
0,0,SingleCenter,483,[],0,0
0,0,SingleCenter,484,"[""n00"", ""n01"", ""n05"", ""n12""]",0,0
0,0,SingleCenter,485,"[""n02""]",0,0
0,0,SingleCenter,486,"[""n06""]",0,0
0,0,SingleCenter,487,[],0,0
0,0,SingleCenter,568,"[""n02"", ""n06"", ""n13""]",0,0
0,0,SingleCenter,569,"[""n13""]",0,0
0,0,SingleCenter,570,"[""n01""]",0,0
0,0,SingleCenter,571,"[""n08""]",0,0
0,0,SingleCenter,572,"[""n13""]",0,0
0,0,SingleCenter,573,"[""n10"", ""n11""]",0,0
0,0,SingleCenter,574,"[""n06"", ""n14""]",1,0
0,0,SingleCenter,575,"[""n01"", ""n09"", ""n13""]",0,0
0,0,SingleCenter,640,[],0,0
0,0,SingleCenter,641,"[""n11""]",0,0
0,0,SingleCenter,642,[],0,0
0,0,SingleCenter,643,"[""n02"", ""n03"", ""n12"", ""n13""]",1,1
0,0,SingleCenter,644,"[""n00"", ""n04"", ""n10"", ""n13""]",0,0
0,0,SingleCenter,645,"[""n01"", ""n12"", ""n13""]",0,0
0,0,SingleCenter,646,"[""n09"", ""n10""]",0,0
0,0,SingleCenter,647,"[""n04"", ""n15"", ""n17""]",1,1
0,0,SingleCenter,680,"[""n03""]",0,0
0,0,SingleCenter,681,[],0,0
0,0,SingleCenter,682,"[""n01"", ""n10""]",0,0
0,0,SingleCenter,683,"[""n03""]",0,0
0,0,SingleCenter,684,"[""n04"", ""n08""]",0,0
0,0,SingleCenter,685,"[""n07""]",0,0
0,0,SingleCenter,686,"[""n01""]",0,0
0,0,SingleCenter,687,"[""n01""]",0,0
0,0,SingleCenter,720,[],0,0
0,0,SingleCenter,721,"[""n00""]",0,0
0,0,SingleCenter,722,[],0,0
0,0,SingleCenter,723,"[""n00"", ""n06"", ""n08"", ""n09""]",0,0
0,0,SingleCenter,724,"[""n00"", ""n05""]",0,0
0,0,SingleCenter,725,"[""n01"", ""n04""]",0,0
0,0,SingleCenter,726,[],0,0
0,0,SingleCenter,727,"[""n03"", ""n07"", ""n08""]",1,1
0,0,SingleCenter,728,"[""n11"", ""n13""]",0,0
0,0,SingleCenter,729,"[""n00""]",0,0
0,0,SingleCenter,730,[],0,0
0,0,SingleCenter,731,"[""n06"", ""n07"", ""n14"", ""n16""]",1,1
0,0,SingleCenter,732,"[""n07"", ""n08""]",0,0
0,0,SingleCenter,733,"[""n09""]",0,0
0,0,SingleCenter,734,"[""n02"", ""n14""]",0,0
0,0,SingleCenter,735,"[""n03"", ""n04""]",0,0
0,0,SingleCenter,752,"[""n05""]",0,0
0,0,SingleCenter,753,"[""n05""]",0,0
0,0,SingleCenter,754,[],0,0
0,0,SingleCenter,755,"[""n05"", ""n11""]",0,0
0,0,SingleCenter,756,"[""n03"", ""n12""]",0,0
0,0,SingleCenter,757,"[""n01""]",0,0
0,0,SingleCenter,758,"[""n06"", ""n11""]",0,0
0,0,SingleCenter,759,[],0,0
0,0,SingleCenter,768,"[""n11""]",0,0
0,0,SingleCenter,769,"[""n04"", ""n07"", ""n09""]",0,0
0,0,SingleCenter,770,"[""n02""]",0,0
0,0,SingleCenter,771,"[""n00"", ""n02"", ""n04""]",0,0
0,0,SingleCenter,772,"[""n13""]",1,1
0,0,SingleCenter,773,"[""n03"", ""n06""]",0,0
0,0,SingleCenter,774,[],0,0
0,0,SingleCenter,775,"[""n00"", ""n03"", ""n09"", ""n12""]",1,1
0,0,SingleCenter,784,"[""n07"", ""n15""]",0,0
0,0,SingleCenter,785,"[""n07"", ""n09""]",0,0
0,0,SingleCenter,786,"[""n02"", ""n03"", ""n10""]",0,0
0,0,SingleCenter,787,"[""n02"", ""n03"", ""n08"", ""n12"", ""n15""]",0,0
0,0,SingleCenter,788,"[""n09"", ""n11"", ""n15""]",1,0
0,0,SingleCenter,789,"[""n02"", ""n11""]",1,1
0,0,SingleCenter,790,"[""n09"", ""n15""]",0,0
0,0,SingleCenter,791,"[""n06"", ""n10""]",0,0
0,0,SingleCenter,864,"[""n00"", ""n02""]",1,1
0,0,SingleCenter,865,"[""n11""]",0,0
0,0,SingleCenter,866,"[""n01"", ""n03""]",0,0
0,0,SingleCenter,867,"[""n01"", ""n04"", ""n10"", ""n11""]",0,0
0,0,SingleCenter,868,"[""n10""]",0,0
0,0,SingleCenter,869,"[""n06"", ""n08""]",0,0
0,0,SingleCenter,870,"[""n00"", ""n10""]",0,0
0,0,SingleCenter,871,"[""n01""]",0,0
0,0,SingleCenter,888,"[""n04"", ""n11"", ""n13""]",0,0
0,0,SingleCenter,889,[],0,0
0,0,SingleCenter,890,"[""n01"", ""n07"", ""n14""]",1,0
0,0,SingleCenter,891,"[""n01"", ""n07"", ""n10""]",0,0
0,0,SingleCenter,892,"[""n05""]",0,0
0,0,SingleCenter,893,[],0,0
0,0,SingleCenter,894,"[""n09""]",0,0
0,0,SingleCenter,895,"[""n08"", ""n09"", ""n14""]",1,1
0,0,KMeans,80,"[""n04"", ""n12"", ""n13""]",0,0
0,0,KMeans,81,"[""n03"", ""n04"", ""n07""]",0,0
0,0,KMeans,82,"[""n02""]",0,0
0,0,KMeans,83,"[""n04""]",0,0
0,0,KMeans,84,"[""n03""]",0,0
0,0,KMeans,85,"[""n04"", ""n09""]",0,0
0,0,KMeans,86,"[""n05"", ""n14""]",0,0
0,0,KMeans,87,"[""n10"", ""n14""]",0,0
0,0,KMeans,120,"[""n15""]",0,0
0,0,KMeans,121,"[""n01"", ""n03"", ""n05"", ""n07"", ""n12"", ""n16""]",1,0
0,0,KMeans,122,"[""n13""]",0,0
0,0,KMeans,123,"[""n01"", ""n02"", ""n15""]",0,0
0,0,KMeans,124,"[""n03"", ""n09""]",0,0
0,0,KMeans,125,[],0,0
0,0,KMeans,126,"[""n03""]",0,0
0,0,KMeans,127,"[""n10""]",0,0
0,0,KMeans,152,"[""n05"", ""n09""]",0,0
0,0,KMeans,153,"[""n04"", ""n06""]",0,0
0,0,KMeans,154,"[""n00"", ""n09""]",0,0
0,0,KMeans,155,"[""n00"", ""n01"", ""n06""]",0,0
0,0,KMeans,156,"[""n08""]",0,0
0,0,KMeans,157,"[""n08"", ""n09""]",0,0
0,0,KMeans,158,"[""n01"", ""n07""]",0,0
0,0,KMeans,159,"[""n00"", ""n03"", ""n05"", ""n08""]",0,0
0,0,KMeans,208,"[""n13""]",0,0
0,0,KMeans,209,"[""n11"", ""n12"", ""n14""]",0,0
0,0,KMeans,210,"[""n16""]",0,0
0,0,KMeans,211,"[""n15"", ""n16""]",0,0
0,0,KMeans,212,"[""n03"", ""n04""]",0,0
0,0,KMeans,213,"[""n04"", ""n06"", ""n10"", ""n12""]",0,0
0,0,KMeans,214,"[""n11""]",0,0
0,0,KMeans,215,"[""n03""]",0,0
0,0,KMeans,272,"[""n01""]",0,0
0,0,KMeans,273,"[""n06""]",0,0
0,0,KMeans,274,[],0,0
0,0,KMeans,275,"[""n03"", ""n09"", ""n11""]",0,0
0,0,KMeans,276,"[""n03"", ""n13""]",0,0
0,0,KMeans,277,[],0,0
0,0,KMeans,278,"[""n05"", ""n09"", ""n11""]",0,0
0,0,KMeans,279,"[""n05"", ""n12""]",0,0
0,0,KMeans,304,"[""n09""]",0,0
0,0,KMeans,305,"[""n00""]",0,0
0,0,KMeans,306,"[""n07"", ""n08""]",0,0
0,0,KMeans,307,"[""n00"", ""n01"", ""n02"", ""n09""]",1,1
0,0,KMeans,308,"[""n07""]",0,0
0,0,KMeans,309,[],0,0
0,0,KMeans,310,"[""n10""]",0,0
0,0,KMeans,311,[],0,0
0,0,KMeans,336,"[""n10""]",0,0
0,0,KMeans,337,"[""n03"", ""n08"", ""n09""]",0,0
0,0,KMeans,338,"[""n07"", ""n08""]",0,0
0,0,KMeans,339,"[""n03""]",0,0
0,0,KMeans,340,[],0,0
0,0,KMeans,341,"[""n03"", ""n08"", ""n12""]",1,0
0,0,KMeans,342,[],0,0
0,0,KMeans,343,"[""n07"", ""n11""]",0,0
0,0,KMeans,344,"[""n03"", ""n09""]",0,0
0,0,KMeans,345,"[""n03"", ""n08"", ""n10""]",0,0
0,0,KMeans,346,[],0,0
0,0,KMeans,347,"[""n01"", ""n02"", ""n03"", ""n06""]",1,1
0,0,KMeans,348,"[""n01""]",0,0
0,0,KMeans,349,"[""n01""]",0,0
0,0,KMeans,350,[],0,0
0,0,KMeans,351,[],0,0
0,0,KMeans,360,"[""n03""]",0,0
0,0,KMeans,361,"[""n09""]",0,0
0,0,KMeans,362,[],0,0
0,0,KMeans,363,"[""n09""]",0,0
0,0,KMeans,364,"[""n00"", ""n02""]",0,0
0,0,KMeans,365,"[""n04"", ""n05""]",0,0
0,0,KMeans,366,"[""n08""]",0,0
0,0,KMeans,367,"[""n07""]",0,0
0,0,KMeans,384,"[""n11""]",0,0
0,0,KMeans,385,"[""n01"", ""n03"", ""n06"", ""n07"", ""n10"", ""n16""]",1,1
0,0,KMeans,386,"[""n02"", ""n04"", ""n05"", ""n11"", ""n12""]",0,0
0,0,KMeans,387,"[""n04"", ""n07"", ""n12""]",0,0
0,0,KMeans,388,"[""n00"", ""n01"", ""n03"", ""n05"", ""n10"", ""n11""]",0,0
0,0,KMeans,389,"[""n02"", ""n07""]",0,0
0,0,KMeans,390,"[""n10"", ""n11"", ""n12"", ""n15""]",0,0
0,0,KMeans,391,"[""n04""]",0,0
0,0,KMeans,392,"[""n03"", ""n06"", ""n08"", ""n10"", ""n11""]",0,0
0,0,KMeans,393,"[""n07"", ""n13""]",0,0
0,0,KMeans,394,"[""n02"", ""n04"", ""n09"", ""n15""]",0,0
0,0,KMeans,395,"[""n01"", ""n05"", ""n08"", ""n15""]",0,0
0,0,KMeans,396,"[""n00"", ""n07"", ""n09""]",0,0
0,0,KMeans,397,"[""n06"", ""n15""]",0,0
0,0,KMeans,398,"[""n01"", ""n09""]",1,1
0,0,KMeans,399,"[""n04"", ""n07"", ""n16""]",1,1
0,0,KMeans,448,"[""n03""]",0,0
0,0,KMeans,449,"[""n13""]",1,1
0,0,KMeans,450,"[""n01"", ""n06"", ""n07"", ""n10"", ""n11""]",0,0
0,0,KMeans,451,"[""n01"", ""n04"", ""n10""]",0,0
0,0,KMeans,452,[],0,0
0,0,KMeans,453,"[""n02"", ""n09""]",0,0
0,0,KMeans,454,"[""n04""]",0,0
0,0,KMeans,455,"[""n09""]",0,0
0,0,KMeans,464,"[""n02""]",0,0
0,0,KMeans,465,"[""n00"", ""n01""]",0,0
0,0,KMeans,466,"[""n03""]",0,0
0,0,KMeans,467,"[""n03"", ""n04""]",0,0
0,0,KMeans,468,"[""n00""]",0,0
0,0,KMeans,469,"[""n05"", ""n08"", ""n10""]",1,0
0,0,KMeans,470,[],0,0
0,0,KMeans,471,"[""n06""]",0,0
0,0,KMeans,480,"[""n05"", ""n08""]",0,0
0,0,KMeans,481,"[""n06"", ""n08""]",0,0
0,0,KMeans,482,"[""n06"", ""n11"", ""n12""]",0,0
0,0,KMeans,483,[],0,0
0,0,KMeans,484,"[""n00"", ""n02"", ""n05"", ""n12""]",0,0
0,0,KMeans,485,"[""n02""]",0,0
0,0,KMeans,486,"[""n06""]",0,0
0,0,KMeans,487,[],0,0
0,0,KMeans,568,"[""n02"", ""n06"", ""n13""]",0,0
0,0,KMeans,569,"[""n13""]",0,0
0,0,KMeans,570,"[""n01"", ""n02""]",0,0
0,0,KMeans,571,[],0,0
0,0,KMeans,572,"[""n05"", ""n13""]",0,0
0,0,KMeans,573,"[""n10""]",0,0
0,0,KMeans,574,"[""n06"", ""n14""]",1,0
0,0,KMeans,575,"[""n02"", ""n09""]",0,0
0,0,KMeans,640,[],0,0
0,0,KMeans,641,"[""n11""]",0,0
0,0,KMeans,642,[],0,0
0,0,KMeans,643,"[""n02"", ""n03"", ""n12"", ""n13""]",1,1
0,0,KMeans,644,"[""n00"", ""n01"", ""n04"", ""n10"", ""n13""]",0,0
0,0,KMeans,645,"[""n01"", ""n12"", ""n13""]",0,0
0,0,KMeans,646,"[""n03"", ""n05"", ""n09"", ""n10""]",0,0
0,0,KMeans,647,"[""n04"", ""n15"", ""n17""]",1,1
0,0,KMeans,680,"[""n03""]",0,0
0,0,KMeans,681,[],0,0
0,0,KMeans,682,"[""n01"", ""n10""]",0,0
0,0,KMeans,683,"[""n03"", ""n05""]",0,0
0,0,KMeans,684,"[""n04"", ""n08""]",0,0
0,0,KMeans,685,"[""n07""]",0,0
0,0,KMeans,686,"[""n01""]",0,0
0,0,KMeans,687,"[""n03""]",0,0
0,0,KMeans,720,[],0,0
0,0,KMeans,721,[],0,0
0,0,KMeans,722,"[""n04"", ""n09""]",0,0
0,0,KMeans,723,"[""n00"", ""n06"", ""n08"", ""n09""]",0,0
0,0,KMeans,724,"[""n00"", ""n05""]",0,0
0,0,KMeans,725,"[""n01"", ""n04"", ""n06""]",0,0
0,0,KMeans,726,[],0,0
0,0,KMeans,727,"[""n03"", ""n07"", ""n08""]",1,1
0,0,KMeans,728,"[""n13""]",0,0
0,0,KMeans,729,"[""n00"", ""n01""]",0,0
0,0,KMeans,730,[],0,0
0,0,KMeans,731,"[""n06"", ""n07"", ""n14"", ""n16""]",1,1
